paper_id,figure_id,curve_id,x_value,x_unit,y_value,y_unit,source_type,extraction_method,notes,wall_superheat_K,heat_flux_W_m2
huang-2023-pure-copper,fig-2,2017,12.909,°C,447.56,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,Isolated by RGB color mask (lai_2017 marker/line color) in panel (b) raster image; axis calibrated from tick labels at gridlines (y: 0/200/400/.../1200 kW/m2 every 164 px; x: 0/10/20/30 C every 557.5 px). Points are column-binned marker-color medians along the curve.,12.909,447560.0
huang-2023-pure-copper,fig-2,2017,13.055,°C,468.29,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,Isolated by RGB color mask (lai_2017 marker/line color) in panel (b) raster image; axis calibrated from tick labels at gridlines (y: 0/200/400/.../1200 kW/m2 every 164 px; x: 0/10/20/30 C every 557.5 px). Points are column-binned marker-color medians along the curve.,13.055,468290.0
huang-2023-pure-copper,fig-2,2017,13.209,°C,486.59,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,Isolated by RGB color mask (lai_2017 marker/line color) in panel (b) raster image; axis calibrated from tick labels at gridlines (y: 0/200/400/.../1200 kW/m2 every 164 px; x: 0/10/20/30 C every 557.5 px). Points are column-binned marker-color medians along the curve.,13.209,486590.0
huang-2023-pure-copper,fig-2,2017,13.354,°C,503.66,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,Isolated by RGB color mask (lai_2017 marker/line color) in panel (b) raster image; axis calibrated from tick labels at gridlines (y: 0/200/400/.../1200 kW/m2 every 164 px; x: 0/10/20/30 C every 557.5 px). Points are column-binned marker-color medians along the curve.,13.354,503660.0
huang-2023-pure-copper,fig-2,2017,13.474,°C,507.32,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,Isolated by RGB color mask (lai_2017 marker/line color) in panel (b) raster image; axis calibrated from tick labels at gridlines (y: 0/200/400/.../1200 kW/m2 every 164 px; x: 0/10/20/30 C every 557.5 px). Points are column-binned marker-color medians along the curve.,13.474,507320.0
huang-2023-pure-copper,fig-2,2017,13.637,°C,531.71,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,Isolated by RGB color mask (lai_2017 marker/line color) in panel (b) raster image; axis calibrated from tick labels at gridlines (y: 0/200/400/.../1200 kW/m2 every 164 px; x: 0/10/20/30 C every 557.5 px). Points are column-binned marker-color medians along the curve.,13.637,531710.0
huang-2023-pure-copper,fig-2,2017,13.785,°C,547.56,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,Isolated by RGB color mask (lai_2017 marker/line color) in panel (b) raster image; axis calibrated from tick labels at gridlines (y: 0/200/400/.../1200 kW/m2 every 164 px; x: 0/10/20/30 C every 557.5 px). Points are column-binned marker-color medians along the curve.,13.785,547560.0
huang-2023-pure-copper,fig-2,2017,13.902,°C,550.61,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,Isolated by RGB color mask (lai_2017 marker/line color) in panel (b) raster image; axis calibrated from tick labels at gridlines (y: 0/200/400/.../1200 kW/m2 every 164 px; x: 0/10/20/30 C every 557.5 px). Points are column-binned marker-color medians along the curve.,13.902,550610.0
huang-2023-pure-copper,fig-2,2017,14.061,°C,576.83,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,Isolated by RGB color mask (lai_2017 marker/line color) in panel (b) raster image; axis calibrated from tick labels at gridlines (y: 0/200/400/.../1200 kW/m2 every 164 px; x: 0/10/20/30 C every 557.5 px). Points are column-binned marker-color medians along the curve.,14.061,576830.0
huang-2023-pure-copper,fig-2,2017,14.218,°C,597.56,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,Isolated by RGB color mask (lai_2017 marker/line color) in panel (b) raster image; axis calibrated from tick labels at gridlines (y: 0/200/400/.../1200 kW/m2 every 164 px; x: 0/10/20/30 C every 557.5 px). Points are column-binned marker-color medians along the curve.,14.218,597560.0
huang-2023-pure-copper,fig-2,2017,14.355,°C,617.07,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,Isolated by RGB color mask (lai_2017 marker/line color) in panel (b) raster image; axis calibrated from tick labels at gridlines (y: 0/200/400/.../1200 kW/m2 every 164 px; x: 0/10/20/30 C every 557.5 px). Points are column-binned marker-color medians along the curve.,14.355,617070.0
huang-2023-pure-copper,fig-2,2017,14.493,°C,658.54,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,Isolated by RGB color mask (lai_2017 marker/line color) in panel (b) raster image; axis calibrated from tick labels at gridlines (y: 0/200/400/.../1200 kW/m2 every 164 px; x: 0/10/20/30 C every 557.5 px). Points are column-binned marker-color medians along the curve.,14.493,658540.0
huang-2023-pure-copper,fig-2,2017,14.632,°C,690.24,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,Isolated by RGB color mask (lai_2017 marker/line color) in panel (b) raster image; axis calibrated from tick labels at gridlines (y: 0/200/400/.../1200 kW/m2 every 164 px; x: 0/10/20/30 C every 557.5 px). Points are column-binned marker-color medians along the curve.,14.632,690240.0
huang-2023-pure-copper,fig-2,2017,14.783,°C,743.9,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,Isolated by RGB color mask (lai_2017 marker/line color) in panel (b) raster image; axis calibrated from tick labels at gridlines (y: 0/200/400/.../1200 kW/m2 every 164 px; x: 0/10/20/30 C every 557.5 px). Points are column-binned marker-color medians along the curve.,14.783,743900.0
huang-2023-pure-copper,fig-2,2017,14.924,°C,765.24,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,Isolated by RGB color mask (lai_2017 marker/line color) in panel (b) raster image; axis calibrated from tick labels at gridlines (y: 0/200/400/.../1200 kW/m2 every 164 px; x: 0/10/20/30 C every 557.5 px). Points are column-binned marker-color medians along the curve.,14.924,765240.0
huang-2023-pure-copper,fig-2,2017,15.07,°C,823.17,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,Isolated by RGB color mask (lai_2017 marker/line color) in panel (b) raster image; axis calibrated from tick labels at gridlines (y: 0/200/400/.../1200 kW/m2 every 164 px; x: 0/10/20/30 C every 557.5 px). Points are column-binned marker-color medians along the curve.,15.07,823170.0
huang-2023-pure-copper,fig-2,2017,15.203,°C,876.83,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,Isolated by RGB color mask (lai_2017 marker/line color) in panel (b) raster image; axis calibrated from tick labels at gridlines (y: 0/200/400/.../1200 kW/m2 every 164 px; x: 0/10/20/30 C every 557.5 px). Points are column-binned marker-color medians along the curve.,15.203,876830.0
huang-2023-pure-copper,fig-2,2017,15.346,°C,901.83,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,Isolated by RGB color mask (lai_2017 marker/line color) in panel (b) raster image; axis calibrated from tick labels at gridlines (y: 0/200/400/.../1200 kW/m2 every 164 px; x: 0/10/20/30 C every 557.5 px). Points are column-binned marker-color medians along the curve.,15.346,901830.0
huang-2023-pure-copper,fig-2,2017,15.499,°C,948.78,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,Isolated by RGB color mask (lai_2017 marker/line color) in panel (b) raster image; axis calibrated from tick labels at gridlines (y: 0/200/400/.../1200 kW/m2 every 164 px; x: 0/10/20/30 C every 557.5 px). Points are column-binned marker-color medians along the curve.,15.499,948780.0
huang-2023-pure-copper,fig-2,2017,15.639,°C,987.8,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,Isolated by RGB color mask (lai_2017 marker/line color) in panel (b) raster image; axis calibrated from tick labels at gridlines (y: 0/200/400/.../1200 kW/m2 every 164 px; x: 0/10/20/30 C every 557.5 px). Points are column-binned marker-color medians along the curve.,15.639,987800.0
huang-2023-pure-copper,fig-2,2017,15.784,°C,1032.93,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,Isolated by RGB color mask (lai_2017 marker/line color) in panel (b) raster image; axis calibrated from tick labels at gridlines (y: 0/200/400/.../1200 kW/m2 every 164 px; x: 0/10/20/30 C every 557.5 px). Points are column-binned marker-color medians along the curve.,15.784,1032930.0000000001
huang-2023-pure-copper,fig-2,2017,15.917,°C,1047.56,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,Isolated by RGB color mask (lai_2017 marker/line color) in panel (b) raster image; axis calibrated from tick labels at gridlines (y: 0/200/400/.../1200 kW/m2 every 164 px; x: 0/10/20/30 C every 557.5 px). Points are column-binned marker-color medians along the curve.,15.917,1047560.0
huang-2023-pure-copper,fig-2,2017,16.07,°C,1063.41,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,Isolated by RGB color mask (lai_2017 marker/line color) in panel (b) raster image; axis calibrated from tick labels at gridlines (y: 0/200/400/.../1200 kW/m2 every 164 px; x: 0/10/20/30 C every 557.5 px). Points are column-binned marker-color medians along the curve.,16.07,1063410.0
huang-2023-pure-copper,fig-2,2017,16.169,°C,1058.54,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,Isolated by RGB color mask (lai_2017 marker/line color) in panel (b) raster image; axis calibrated from tick labels at gridlines (y: 0/200/400/.../1200 kW/m2 every 164 px; x: 0/10/20/30 C every 557.5 px). Points are column-binned marker-color medians along the curve.,16.169,1058540.0
huang-2023-pure-copper,fig-2,model,13.28,°C,1108.0,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Horizontal reference line (Zuber's CHF model prediction) isolated by near-black color mask; printed annotation confirms CHF=1108 kW/m^2, consistent with digitized value.",13.28,1108000.0
huang-2023-pure-copper,fig-2,model,29.26,°C,1108.0,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Horizontal reference line (Zuber's CHF model prediction) isolated by near-black color mask; printed annotation confirms CHF=1108 kW/m^2, consistent with digitized value.",29.26,1108000.0
jones-2009-the-influence-of-surface-roughness,fig-3,0038um,3.63,K,6.95,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Green open circles, isolated by color mask; smooth surface reference curve.",3.63,6950.0
jones-2009-the-influence-of-surface-roughness,fig-3,0038um,4.31,K,6.29,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Green open circles, isolated by color mask; smooth surface reference curve.",4.31,6290.0
jones-2009-the-influence-of-surface-roughness,fig-3,0038um,7.93,K,6.04,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Green open circles, isolated by color mask; smooth surface reference curve.",7.93,6040.0
jones-2009-the-influence-of-surface-roughness,fig-3,0038um,11.11,K,15.21,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Green open circles, isolated by color mask; smooth surface reference curve.",11.11,15210.0
jones-2009-the-influence-of-surface-roughness,fig-3,0038um,13.19,K,30.77,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Green open circles, isolated by color mask; smooth surface reference curve.",13.19,30770.0
jones-2009-the-influence-of-surface-roughness,fig-3,0038um,15.13,K,54.63,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Green open circles, isolated by color mask; smooth surface reference curve.",15.13,54630.0
jones-2009-the-influence-of-surface-roughness,fig-3,0038um,15.71,K,72.5,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Green open circles, isolated by color mask; smooth surface reference curve.",15.71,72500.0
jones-2009-the-influence-of-surface-roughness,fig-3,0038um,16.5,K,86.57,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Green open circles, isolated by color mask; smooth surface reference curve.",16.5,86570.0
jones-2009-the-influence-of-surface-roughness,fig-3,0038um,16.61,K,115.59,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Green open circles, isolated by color mask; smooth surface reference curve.",16.61,115590.0
jones-2009-the-influence-of-surface-roughness,fig-3,0038um,16.78,K,100.34,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Green open circles, isolated by color mask; smooth surface reference curve.",16.78,100340.0
jones-2009-the-influence-of-surface-roughness,fig-3,0038um,17.69,K,130.7,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Green open circles, isolated by color mask; smooth surface reference curve.",17.69,130699.99999999999
jones-2009-the-influence-of-surface-roughness,fig-3,0038um,17.9,K,148.34,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Green open circles, isolated by color mask; smooth surface reference curve.",17.9,148340.0
jones-2009-the-influence-of-surface-roughness,fig-3,0038um,18.36,K,167.07,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Green open circles, isolated by color mask; smooth surface reference curve.",18.36,167070.0
jones-2009-the-influence-of-surface-roughness,fig-3,0038um,19.03,K,185.01,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Green open circles, isolated by color mask; smooth surface reference curve.",19.03,185010.0
jones-2009-the-influence-of-surface-roughness,fig-3,0038um,19.31,K,206.8,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Green open circles, isolated by color mask; smooth surface reference curve.",19.31,206800.0
jones-2009-the-influence-of-surface-roughness,fig-3,0038um,20.12,K,227.23,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Green open circles, isolated by color mask; smooth surface reference curve.",20.12,227230.0
jones-2009-the-influence-of-surface-roughness,fig-3,0038um,20.67,K,273.23,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Green open circles, isolated by color mask; smooth surface reference curve.",20.67,273230.0
jones-2009-the-influence-of-surface-roughness,fig-3,0038um,20.81,K,249.04,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Green open circles, isolated by color mask; smooth surface reference curve.",20.81,249040.0
jones-2009-the-influence-of-surface-roughness,fig-3,0038um,21.1,K,295.86,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Green open circles, isolated by color mask; smooth surface reference curve.",21.1,295860.0
jones-2009-the-influence-of-surface-roughness,fig-3,0038um,21.52,K,322.08,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Green open circles, isolated by color mask; smooth surface reference curve.",21.52,322080.0
jones-2009-the-influence-of-surface-roughness,fig-3,0038um,21.65,K,348.72,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Green open circles, isolated by color mask; smooth surface reference curve.",21.65,348720.0
jones-2009-the-influence-of-surface-roughness,fig-3,0038um,22.05,K,375.38,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Green open circles, isolated by color mask; smooth surface reference curve.",22.05,375380.0
jones-2009-the-influence-of-surface-roughness,fig-3,108um,4.05,K,4.93,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled diamonds; heavily overlapped/occluded by orange and red markers along the shared curve, isolated via color masking and fragment merging.",4.05,4930.0
jones-2009-the-influence-of-surface-roughness,fig-3,108um,4.37,K,9.14,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled diamonds; heavily overlapped/occluded by orange and red markers along the shared curve, isolated via color masking and fragment merging.",4.37,9140.0
jones-2009-the-influence-of-surface-roughness,fig-3,108um,6.36,K,9.27,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled diamonds; heavily overlapped/occluded by orange and red markers along the shared curve, isolated via color masking and fragment merging.",6.36,9270.0
jones-2009-the-influence-of-surface-roughness,fig-3,108um,6.9,K,8.27,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled diamonds; heavily overlapped/occluded by orange and red markers along the shared curve, isolated via color masking and fragment merging.",6.9,8270.0
jones-2009-the-influence-of-surface-roughness,fig-3,108um,7.99,K,22.34,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled diamonds; heavily overlapped/occluded by orange and red markers along the shared curve, isolated via color masking and fragment merging.",7.99,22340.0
jones-2009-the-influence-of-surface-roughness,fig-3,108um,8.37,K,28.97,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled diamonds; heavily overlapped/occluded by orange and red markers along the shared curve, isolated via color masking and fragment merging.",8.37,28970.0
jones-2009-the-influence-of-surface-roughness,fig-3,108um,8.81,K,38.09,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled diamonds; heavily overlapped/occluded by orange and red markers along the shared curve, isolated via color masking and fragment merging.",8.81,38090.0
jones-2009-the-influence-of-surface-roughness,fig-3,108um,9.37,K,54.04,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled diamonds; heavily overlapped/occluded by orange and red markers along the shared curve, isolated via color masking and fragment merging.",9.37,54040.0
jones-2009-the-influence-of-surface-roughness,fig-3,108um,9.49,K,39.02,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled diamonds; heavily overlapped/occluded by orange and red markers along the shared curve, isolated via color masking and fragment merging.",9.49,39020.0
jones-2009-the-influence-of-surface-roughness,fig-3,108um,9.74,K,48.71,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled diamonds; heavily overlapped/occluded by orange and red markers along the shared curve, isolated via color masking and fragment merging.",9.74,48710.0
jones-2009-the-influence-of-surface-roughness,fig-3,108um,10.02,K,78.37,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled diamonds; heavily overlapped/occluded by orange and red markers along the shared curve, isolated via color masking and fragment merging.",10.02,78370.0
jones-2009-the-influence-of-surface-roughness,fig-3,108um,10.02,K,59.6,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled diamonds; heavily overlapped/occluded by orange and red markers along the shared curve, isolated via color masking and fragment merging.",10.02,59600.0
jones-2009-the-influence-of-surface-roughness,fig-3,108um,10.27,K,71.74,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled diamonds; heavily overlapped/occluded by orange and red markers along the shared curve, isolated via color masking and fragment merging.",10.27,71740.0
jones-2009-the-influence-of-surface-roughness,fig-3,108um,10.42,K,89.03,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled diamonds; heavily overlapped/occluded by orange and red markers along the shared curve, isolated via color masking and fragment merging.",10.42,89030.0
jones-2009-the-influence-of-surface-roughness,fig-3,108um,10.55,K,82.78,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled diamonds; heavily overlapped/occluded by orange and red markers along the shared curve, isolated via color masking and fragment merging.",10.55,82780.0
jones-2009-the-influence-of-surface-roughness,fig-3,108um,10.87,K,96.75,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled diamonds; heavily overlapped/occluded by orange and red markers along the shared curve, isolated via color masking and fragment merging.",10.87,96750.0
jones-2009-the-influence-of-surface-roughness,fig-3,108um,10.91,K,118.64,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled diamonds; heavily overlapped/occluded by orange and red markers along the shared curve, isolated via color masking and fragment merging.",10.91,118640.0
jones-2009-the-influence-of-surface-roughness,fig-3,108um,11.26,K,113.92,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled diamonds; heavily overlapped/occluded by orange and red markers along the shared curve, isolated via color masking and fragment merging.",11.26,113920.0
jones-2009-the-influence-of-surface-roughness,fig-3,108um,11.49,K,129.35,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled diamonds; heavily overlapped/occluded by orange and red markers along the shared curve, isolated via color masking and fragment merging.",11.49,129350.0
jones-2009-the-influence-of-surface-roughness,fig-3,108um,11.53,K,138.28,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled diamonds; heavily overlapped/occluded by orange and red markers along the shared curve, isolated via color masking and fragment merging.",11.53,138280.0
jones-2009-the-influence-of-surface-roughness,fig-3,108um,11.68,K,145.9,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled diamonds; heavily overlapped/occluded by orange and red markers along the shared curve, isolated via color masking and fragment merging.",11.68,145900.0
jones-2009-the-influence-of-surface-roughness,fig-3,108um,12.05,K,151.21,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled diamonds; heavily overlapped/occluded by orange and red markers along the shared curve, isolated via color masking and fragment merging.",12.05,151210.0
jones-2009-the-influence-of-surface-roughness,fig-3,108um,12.21,K,169.01,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled diamonds; heavily overlapped/occluded by orange and red markers along the shared curve, isolated via color masking and fragment merging.",12.21,169010.0
jones-2009-the-influence-of-surface-roughness,fig-3,108um,12.27,K,186.49,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled diamonds; heavily overlapped/occluded by orange and red markers along the shared curve, isolated via color masking and fragment merging.",12.27,186490.0
jones-2009-the-influence-of-surface-roughness,fig-3,108um,12.53,K,205.98,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled diamonds; heavily overlapped/occluded by orange and red markers along the shared curve, isolated via color masking and fragment merging.",12.53,205980.0
jones-2009-the-influence-of-surface-roughness,fig-3,108um,12.73,K,246.85,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled diamonds; heavily overlapped/occluded by orange and red markers along the shared curve, isolated via color masking and fragment merging.",12.73,246850.0
jones-2009-the-influence-of-surface-roughness,fig-3,108um,13.13,K,269.86,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled diamonds; heavily overlapped/occluded by orange and red markers along the shared curve, isolated via color masking and fragment merging.",13.13,269860.0
jones-2009-the-influence-of-surface-roughness,fig-3,108um,13.77,K,346.72,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled diamonds; heavily overlapped/occluded by orange and red markers along the shared curve, isolated via color masking and fragment merging.",13.77,346720.0
jones-2009-the-influence-of-surface-roughness,fig-3,108um,13.8,K,321.31,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled diamonds; heavily overlapped/occluded by orange and red markers along the shared curve, isolated via color masking and fragment merging.",13.8,321310.0
jones-2009-the-influence-of-surface-roughness,fig-3,108um,13.85,K,378.52,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Blue filled diamonds; heavily overlapped/occluded by orange and red markers along the shared curve, isolated via color masking and fragment merging.",13.85,378520.0
jones-2009-the-influence-of-surface-roughness,fig-3,222um,1.8,K,2.79,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Orange filled downward triangles; overlaps blue/red markers, isolated via color masking and fragment merging.",1.8,2790.0
jones-2009-the-influence-of-surface-roughness,fig-3,222um,4.88,K,5.64,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Orange filled downward triangles; overlaps blue/red markers, isolated via color masking and fragment merging.",4.88,5640.0
jones-2009-the-influence-of-surface-roughness,fig-3,222um,7.06,K,9.97,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Orange filled downward triangles; overlaps blue/red markers, isolated via color masking and fragment merging.",7.06,9970.0
jones-2009-the-influence-of-surface-roughness,fig-3,222um,7.58,K,12.36,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Orange filled downward triangles; overlaps blue/red markers, isolated via color masking and fragment merging.",7.58,12360.0
jones-2009-the-influence-of-surface-roughness,fig-3,222um,8.13,K,16.01,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Orange filled downward triangles; overlaps blue/red markers, isolated via color masking and fragment merging.",8.13,16010.000000000002
jones-2009-the-influence-of-surface-roughness,fig-3,222um,8.97,K,38.12,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Orange filled downward triangles; overlaps blue/red markers, isolated via color masking and fragment merging.",8.97,38120.0
jones-2009-the-influence-of-surface-roughness,fig-3,222um,9.71,K,62.78,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Orange filled downward triangles; overlaps blue/red markers, isolated via color masking and fragment merging.",9.71,62780.0
jones-2009-the-influence-of-surface-roughness,fig-3,222um,9.84,K,74.21,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Orange filled downward triangles; overlaps blue/red markers, isolated via color masking and fragment merging.",9.84,74210.0
jones-2009-the-influence-of-surface-roughness,fig-3,222um,10.21,K,38.71,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Orange filled downward triangles; overlaps blue/red markers, isolated via color masking and fragment merging.",10.21,38710.0
jones-2009-the-influence-of-surface-roughness,fig-3,222um,10.27,K,88.14,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Orange filled downward triangles; overlaps blue/red markers, isolated via color masking and fragment merging.",10.27,88140.0
jones-2009-the-influence-of-surface-roughness,fig-3,222um,10.58,K,102.2,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Orange filled downward triangles; overlaps blue/red markers, isolated via color masking and fragment merging.",10.58,102200.0
jones-2009-the-influence-of-surface-roughness,fig-3,222um,10.9,K,118.06,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Orange filled downward triangles; overlaps blue/red markers, isolated via color masking and fragment merging.",10.9,118060.0
jones-2009-the-influence-of-surface-roughness,fig-3,222um,11.06,K,133.57,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Orange filled downward triangles; overlaps blue/red markers, isolated via color masking and fragment merging.",11.06,133570.0
jones-2009-the-influence-of-surface-roughness,fig-3,222um,11.18,K,70.56,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Orange filled downward triangles; overlaps blue/red markers, isolated via color masking and fragment merging.",11.18,70560.0
jones-2009-the-influence-of-surface-roughness,fig-3,222um,11.34,K,151.92,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Orange filled downward triangles; overlaps blue/red markers, isolated via color masking and fragment merging.",11.34,151920.0
jones-2009-the-influence-of-surface-roughness,fig-3,222um,11.53,K,169.95,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Orange filled downward triangles; overlaps blue/red markers, isolated via color masking and fragment merging.",11.53,169950.0
jones-2009-the-influence-of-surface-roughness,fig-3,222um,11.73,K,189.5,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Orange filled downward triangles; overlaps blue/red markers, isolated via color masking and fragment merging.",11.73,189500.0
jones-2009-the-influence-of-surface-roughness,fig-3,222um,11.81,K,118.95,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Orange filled downward triangles; overlaps blue/red markers, isolated via color masking and fragment merging.",11.81,118950.0
jones-2009-the-influence-of-surface-roughness,fig-3,222um,11.99,K,130.08,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Orange filled downward triangles; overlaps blue/red markers, isolated via color masking and fragment merging.",11.99,130080.00000000001
jones-2009-the-influence-of-surface-roughness,fig-3,222um,12.17,K,211.12,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Orange filled downward triangles; overlaps blue/red markers, isolated via color masking and fragment merging.",12.17,211120.0
jones-2009-the-influence-of-surface-roughness,fig-3,222um,12.6,K,229.81,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Orange filled downward triangles; overlaps blue/red markers, isolated via color masking and fragment merging.",12.6,229810.0
jones-2009-the-influence-of-surface-roughness,fig-3,222um,12.76,K,253.46,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Orange filled downward triangles; overlaps blue/red markers, isolated via color masking and fragment merging.",12.76,253460.0
jones-2009-the-influence-of-surface-roughness,fig-3,222um,13.05,K,275.86,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Orange filled downward triangles; overlaps blue/red markers, isolated via color masking and fragment merging.",13.05,275860.0
jones-2009-the-influence-of-surface-roughness,fig-3,222um,13.4,K,300.47,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Orange filled downward triangles; overlaps blue/red markers, isolated via color masking and fragment merging.",13.4,300470.0
jones-2009-the-influence-of-surface-roughness,fig-3,222um,13.73,K,326.61,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Orange filled downward triangles; overlaps blue/red markers, isolated via color masking and fragment merging.",13.73,326610.0
jones-2009-the-influence-of-surface-roughness,fig-3,222um,14.1,K,353.61,kW/m^2,raster_digitized_figure,pixel_calibrated_digitization,"Orange filled downward triangles; overlaps blue/red markers, isolated via color masking and fragment merging.",14.1,353610.0
